call_id,primary_call_reason
3892980294,Seating
4788320958,Upgrade
5548034572,IRROPS
9596364304,Voluntary Change
1656035201,Check-In
5559363629,Upgrade
1960084419,Digital   Support
4725618713,Digital   Support
2232911233,IRROPS
3649538113,Post-Flight
6464091311,Communications
1544313046,Seating
7769443475,Voluntary Change
3031489898,Seating
1876442937,Booking
7928168673,Voluntary Change
3916203426,IRROPS
5072947205,IRROPS
0310200303,Checkout
9746024808,IRROPS
7246388133,Mileage Plus
3362510497,Voluntary Change
6716000626,Baggage
7632156945,Mileage Plus
5733789927,Baggage
2194938030,Voluntary Change
2946040091,IRROPS
7834057841,Voluntary Change
6319355693,Post-Flight
0643433412,Other  Topics
1805308860,Post-Flight
3272704564,IRROPS  
5806317256,Voluntary Change
9955618785,Voluntary Change
9108846910,IRROPS
6357225640,Seating
6915473677,Digital   Support
6051463197,Seating
8726805178,Post-Flight
6049767638,IRROPS
5152619560,Voluntary Cancel
4512210527,Products and Services
9677375572,Voluntary Change
4235189613,Communications
5378420053,Voluntary Change
9617892534,Booking
1311029274,IRROPS
6295379990,Seating
8708508609,Voluntary Change
0683438727,IRROPS
7257228829,Post-Flight
2789269216,Check-In
1106786768,Products and Services
6138897189,IRROPS
6067957727,Check-In
9024654783,Seating
6183231237,Mileage Plus
5558058183,Post-Flight
2732107422,Seating
4823096924,Mileage Plus
5614823439,IRROPS
1062094358,Post-Flight
5638594384,IRROPS
5216394120,Voluntary Change
1920648166,IRROPS
3186304457,Voluntary Cancel
3195516308,Seating
7931208524,Mileage Plus
0519696659,Voluntary Change
9680117126,IRROPS
7620440207,Seating
1029411097,Products and Services
9457792476,Voluntary Change
9464845798,Seating
8172331534,Post-Flight
9425585915,Check-In
3599865209,Upgrade
9716095981,Products and Services
9281729997,Seating
6916892415,Post-Flight
2857105428,Checkout
1351305960,Mileage Plus
5643700545,Voluntary Change
6550138631,Communications
6123481379,Traveler Updates
7451681550,IRROPS
7194198590,Voluntary Change
3975600143,IRROPS
2001688822,Communications
1295365687,Voluntary Change
3513920165,Voluntary Change
1373728049,Upgrade
4292954451,Digital   Support
9259316653,Voluntary Cancel
1256295412,Seating
6131473170,Other  Topics
3316846270,Other  Topics
5005100000,Voluntary Change
2787259172,Mileage Plus
8506018481,IRROPS
1441792524,IRROPS
5716854893,IRROPS
8531564402,IRROPS
5169052044,Mileage Plus
3892302985,Check-In
4168400633,Post-Flight
4574721588,Upgrade
6615402116,IRROPS
0774347202,Seating
2211220278,IRROPS
5967699617,Booking
8821468446,ETC
9184181043,Products and Services
9512817141,Booking
8672403647,Communications
9285094963,IRROPS
1420495280,IRROPS
5895660878,Voluntary Change
2456798606,Post-Flight
4326717255,Products and Services
4902517990,Communications
4108889262,Upgrade
0934373285,IRROPS
2683996695,IRROPS
7434085556,Digital   Support
6451497406,Mileage Plus
9944560156,Seating
3404635577,Seating
7981053424,Traveler Updates
2352926668,IRROPS
5717297455,Traveler Updates
1638106262,Mileage Plus
6769551637,Baggage
0080092558,Booking
9606390641,Post-Flight
0082222459,Other  Topics
9566298563,Post-Flight
0508391863,IRROPS
3152233672,Products and Services
9857110597,Digital   Support
6663894108,Communications
7532827927,Communications
3353642541,Communications
2208456157,IRROPS
4804958227,IRROPS
3470241716,IRROPS
3698423786,Voluntary Change
9750075787,Check-In
0974495740,Products and Services
6439608082,Mileage Plus
9538201910,Seating
1822137124,Communications
2935648993,Voluntary Change
2888948427,Upgrade
1156935582,IRROPS
3880856078,IRROPS
0708239758,Products and Services
9658820024,IRROPS
9424168664,IRROPS
0180506906,Post-Flight
5811465142,Voluntary Change
7528102190,Mileage Plus
3900931005,Digital   Support
0003814089,Upgrade
1625423032,Booking
8873993435,Voluntary Change
0346490694,IRROPS
7543255130,Post-Flight
4147653325,IRROPS
3476764639,Other  Topics
3540176601,Mileage Plus
2981800621,Schedule Change
7083774179,Mileage Plus
6412971518,IRROPS
9697129484,Seating
3830378174,Mileage Plus
1359879271,Voluntary Cancel
2887758232,Voluntary Cancel
7057028309,Baggage
5541664556,Upgrade
2967740757,IRROPS
0702807571,IRROPS
1865745263,IRROPS
2677583301,Post-Flight
0212632525,Upgrade
7006031439,Seating
6494113110,Seating
7295029211,Voluntary Change
4181023690,Voluntary Change
7509839578,IRROPS
5836939287,Products and Services
7682459135,Digital   Support
6298011715,IRROPS
2215007645,Voluntary Change
5479963664,Voluntary Change
2139456682,IRROPS
1299907143,IRROPS
4756011041,Other Topics
2085248918,Products and Services
0597978106,Digital   Support
3406430404,Voluntary Change
9542902436,Voluntary Change
9208301094,Post-Flight
1682575182,Seating
4671987309,Digital   Support
5499429879,IRROPS
1448856579,Seating
0229351716,IRROPS
1114908967,Booking
1838757479,Communications
6077633221,Baggage
0470182365,IRROPS
3981307011,Booking  
4110323040,IRROPS
8948995914,Baggage
3316809155,Checkout
2977764617,Mileage Plus
1344588327,Booking
9138741208,Booking
7899484430,Baggage  
7640591116,Communications
2552654558,IRROPS
3580368195,Seating
7962887503,Seating
3476890245,IRROPS
1103447839,Voluntary Change
0165225837,Disability
1847907212,IRROPS
4377468558,Post-Flight
3884511998,Voluntary Change  
7678033211,IRROPS
5570200717,Voluntary Change
5812134979,Communications
6956568943,Post-Flight
6103952807,Mileage Plus
7892813633,Voluntary Change
4453167050,Check-In
3673615624,Mileage Plus
4799412960,Checkout
6088005815,Voluntary Cancel
6830302116,Voluntary Change
3556490180,Post-Flight
2116362975,Voluntary Change
8060589326,Checkout  
6746979138,Upgrade
6066682794,Seating
5306406759,Checkout
1209839094,IRROPS
1969001511,Disability
6441225226,Products and Services
5255008974,Voluntary Change
0765877836,Booking
3241153088,Voluntary Change
3130540612,Seating
1619055000,Baggage
6437923293,Voluntary Change
9848037388,Mileage Plus
7495972826,Voluntary Change
9202145788,Voluntary Change
7404092357,IRROPS
0292352925,Voluntary Change
3970551284,IRROPS
4153001052,Seating
5686690669,Voluntary Cancel
7286371937,Voluntary Change
8429852697,Communications
9558829820,Upgrade
4501558653,Voluntary Change
3791672006,Communications
0047058239,Seating
3902982637,Voluntary Change
7562043325,Products and Services
0904904511,Voluntary Cancel
0357277215,Seating
3816994458,IRROPS
2052064667,Booking
5124715881,Voluntary Change
2640540468,Digital   Support
5576716033,Booking
8194728232,Baggage
4941829976,IRROPS
6703397984,Traveler Updates
4481802035,Digital   Support
6084509767,IRROPS
8307148672,Checkout
0853684231,Post-Flight
2494552115,IRROPS
6740405889,Voluntary Change
1934592705,IRROPS
1646545412,IRROPS
2362184423,Communications
0504288198,Upgrade
0027886027,IRROPS
5063369332,IRROPS
0433693101,Communications
1451060349,Products and Services
1418889460,Seating
2423132292,Voluntary Change
4499486237,IRROPS
1960455984,Post-Flight
2486045635,Seating
9866036450,Check-In
1788913949,Products and Services
4356418506,IRROPS
2346490915,Traveler Updates
5842302509,Mileage Plus
8360027933,Voluntary Change
6339909836,Voluntary Change
3190910428,Voluntary Change
7367425646,IRROPS
0190130834,Seating
5736769362,Baggage
7270931557,Mileage Plus
0035335904,Mileage Plus
8328366548,Voluntary Change
7742930411,Post-Flight
7938255236,ETC
1470317422,Communications
9563025373,Voluntary Change
9582217939,Post-Flight
7985003545,Mileage Plus
5828918505,Post-Flight
4210340458,Post-Flight
5998268387,Communications
4646309565,IRROPS
1896561957,Booking
3062812336,Products and Services
3399892098,Digital   Support
8408972815,Booking  
1622728639,IRROPS
4309097559,Communications
2405785080,Schedule Change
7587534072,Seating
3766719407,Mileage Plus
6487225458,Digital   Support
9653031278,Communications
9872880921,IRROPS
7559715803,Baggage
0797933519,Baggage
9000314935,Voluntary Change
1901137954,Baggage
3333170522,Seating
3585904133,IRROPS
8428291248,Products and Services
1767758404,Check-In
3114169528,IRROPS
6119828919,Products and Services
3796760573,Booking
3362239736,IRROPS
7188983886,Checkout
6990735678,Mileage Plus
4905976834,Post-Flight
9974553040,Mileage Plus
9469144783,Voluntary Change
4275430447,Booking
1209364268,IRROPS
8624824170,IRROPS
6866187734,IRROPS
2063004537,Upgrade
2109055464,Voluntary Change
9607233905,Products and Services
1764668733,Seating
3748616661,Traveler Updates
4149862158,Upgrade
7171433089,IRROPS
1476976787,Booking
9779255021,Mileage Plus
8236851754,IRROPS
2925855477,Seating
9138796959,Upgrade
8923063494,Mileage Plus
5989487417,IRROPS
7760996630,Communications
1306686135,Upgrade
7677778350,Mileage Plus
6243705818,IRROPS
5058144202,Booking
5036049186,IRROPS
6422686193,Schedule Change
1312955458,Upgrade
6149950276,Mileage Plus
7232358254,Communications
1633980785,Seating
2759172961,Voluntary Change
8167389878,Digital   Support
6998926315,Mileage Plus
8540598120,Voluntary Change
1120577065,Products and Services
2319213993,Check-In
7981699471,IRROPS
8644901379,IRROPS
4958816822,Seating
9455317904,Voluntary Change
9817380378,Mileage Plus
6963215781,Traveler Updates
1892796598,Post-Flight
3241995597,Products and Services
3699250810,Booking
3632948491,Products and Services
7082701904,Post-Flight
4957097109,Baggage
3086170089,Mileage Plus
4578781936,Post-Flight
4829871810,Check-In
8252727640,Booking
9644338425,Mileage Plus
7293122370,IRROPS
6540627541,Checkout
6313832662,Post-Flight
4649837875,Mileage Plus
2452958821,Seating
8283559023,Post-Flight  
6753886196,IRROPS
6073978070,Post-Flight  
2345279134,Communications
4094929439,Mileage Plus
9693427426,Upgrade
8551205817,IRROPS
8861771929,Products and Services
5598865867,Post-Flight
4594420957,IRROPS
6569574773,Voluntary Change
9855870767,Check-In
2082830695,Voluntary Cancel
8392385896,Products and Services
7094902873,Voluntary Change
5797833888,IRROPS
9185868554,Voluntary Change
2930997206,Digital   Support
8826176780,Voluntary Change
2134521354,Baggage
1567525834,IRROPS
6008939186,Checkout
3579111439,Products and Services
7478655051,Baggage
7165347682,Seating
9525832783,Post-Flight
5465118254,IRROPS
6631447049,Traveler Updates
7534498932,Products and Services
4283233994,Voluntary Change
7667395174,IRROPS
0746657896,IRROPS
1949270990,Upgrade
9105506942,IRROPS
0557916717,Upgrade
6920031831,Post-Flight
3998383929,Mileage Plus
4802407172,Products and Services
8769187609,Products and Services
9306988816,Booking
2576582923,Post-Flight
2462317799,Seating
4111434900,IRROPS
4012812331,Seating
9072385007,Voluntary Change
0896964380,Voluntary Cancel
3872894698,Traveler Updates
9676539176,Communications
0338358193,Post-Flight
5061208929,Voluntary Change
1379942363,Voluntary Change
2418779309,Checkout
2862502411,Voluntary Cancel
5215109718,Voluntary Change
5540234017,Voluntary Change
1355162196,Products and Services
8131413571,Voluntary Change
1966810128,IRROPS
8987003112,IRROPS
8086164855,Other Topics
9982681271,Voluntary Change
8428521437,Other Topics
3493520677,Voluntary Change
3491924241,Voluntary Change
7294053836,Seating
4960534339,Voluntary Change
8767789890,Upgrade
3767051937,Seating
0820866596,IRROPS
5393453634,IRROPS
6907640224,Upgrade
7010462126,Communications
4763670269,Mileage Plus
3262921306,IRROPS
7019170418,Products and Services
2980610777,IRROPS
3117762116,Products and Services
7655437453,IRROPS
7771169579,IRROPS
6856112239,IRROPS
5785892897,IRROPS
7934850979,Seating
9255245655,IRROPS
2707524228,Upgrade
7906635234,Communications
5393989540,Traveler Updates
0888137307,IRROPS
0538736843,Voluntary Change
4780739446,Post-Flight
9728383803,IRROPS
4972986647,Voluntary Change
7022201528,Post-Flight
5127117188,Traveler Updates
5057216606,IRROPS
8054043585,IRROPS
8963547600,ETC
8150184014,Post-Flight
9278859185,Check-In
2129335938,Products and Services
0852069844,IRROPS
2843202276,Digital   Support
3894212814,Voluntary Change
9162210437,IRROPS
7925603623,Traveler Updates
4268867785,Voluntary Change
3556115908,Post-Flight
7920503845,Voluntary Change  
1324868412,Baggage
9496757829,Voluntary Change
9931714118,Mileage Plus
9590428945,Digital   Support
3528538076,Communications
5297802306,Check-In  
6926912695,Communications
3241252137,Booking
7602790725,Products and Services
6483738311,Voluntary Change
3001304461,IRROPS
7651912291,Mileage Plus
4158978188,IRROPS
7105921513,Unaccompanied Minor
3163160329,Seating
9001789915,Check-In
2807350371,Seating
2566323475,Voluntary Change
6475788031,Baggage
3402939101,Voluntary Change  
9874293621,Baggage
7098708037,Mileage Plus
3802078224,Communications
6748703107,Booking
0405993279,Mileage Plus
5795860016,IRROPS
9389617458,Seating
1745093620,Voluntary Change
3113608086,Voluntary Change
6006896705,IRROPS
5436393377,Other Topics
8060487030,Seating
1574528072,Seating
8860293595,Products and Services
8643388967,Baggage
8898579764,Mileage Plus
0440345489,IRROPS
7562025794,Post-Flight
2462536133,IRROPS
9192400903,Checkout  
8481944892,Voluntary Change
3918778187,Post-Flight
7716564353,IRROPS
3491575241,Voluntary Change
3365177366,Checkout
8176239890,Baggage
5739431466,Booking
1267549514,Voluntary Cancel
9069441541,Voluntary Change
2737970478,Checkout
8806479102,IRROPS
1376315392,Seating
8329738929,Unaccompanied Minor
0469565615,Mileage Plus
3758379583,IRROPS
6187660754,Seating
4470212646,IRROPS
0603773459,Communications
5432341976,Seating
7005951490,Products and Services
6646319422,Mileage Plus
8728664897,Voluntary Change
1284715883,Booking
9904935479,Voluntary Change
9481220336,ETC
8389751980,Seating
1132699614,Seating
2628342416,IRROPS
8048742418,Mileage Plus
1479451395,IRROPS
5693455328,Voluntary Change
9497457744,Products and Services
3768374840,Seating
3172152785,IRROPS
2011464277,Mileage Plus
3336155360,Mileage Plus
7296921625,IRROPS
6541155889,Seating
1065268654,Mileage Plus
7114622360,Voluntary Change
5059564465,Voluntary Change
2040862654,IRROPS
2437631199,IRROPS
1067632280,Voluntary Change
4079962650,Seating
9611577668,IRROPS  
4933156457,Post-Flight
7104235641,IRROPS
3094665849,Seating
9670091948,Post-Flight
9523690063,IRROPS
3527114980,Mileage Plus
4482629398,Booking
7793408823,Booking
8917266188,Post-Flight
7675450963,Post-Flight
0837675762,Voluntary Change  
0559351537,IRROPS
8406604098,Voluntary Change
4166014801,Upgrade
8725273780,Mileage Plus
1245056280,Voluntary Change
9226676732,Voluntary Cancel
2689740391,Seating
6599328366,Seating
9953488234,IRROPS
9944299904,IRROPS
7405641535,Mileage Plus
7201645117,IRROPS
4770925862,Check-In
2064483338,Check-In
5864755930,ETC
4081741716,Post-Flight
4939310661,IRROPS
3803380221,Voluntary Change
7387600343,Upgrade
7993355575,Voluntary Change
7688910344,Upgrade
1763435308,Mileage Plus
0336485253,Voluntary Change
2098389155,Digital   Support
6621230916,Voluntary Change
5221451295,Mileage Plus
7401780055,Checkout
9341697879,ETC
3232623385,Voluntary Change
3799461633,IRROPS
7622933402,Traveler Updates
8967004560,Mileage Plus
4803283889,Upgrade
0669046395,Baggage
0442602372,Seating
6908047870,IRROPS
6437323028,Voluntary Cancel
0855717458,IRROPS
6258075929,Seating
8436000610,Mileage Plus
7828837588,IRROPS
3279047100,Products and Services
1754318498,Upgrade
8194677017,Voluntary Change  
7436654231,Voluntary Change
2913940748,Voluntary Change
1544350945,Mileage Plus
8018877019,Communications
7389110856,Seating
0768610442,IRROPS
9405185356,Voluntary Change
6444054605,Check-In
8781856823,Communications
4675574934,Seating
6428918310,Check-In
7724592592,Voluntary Change
8794078616,IRROPS
5676437932,Checkout
4220789046,Seating
7703793915,Voluntary Change
2851269399,IRROPS
7094118544,Mileage Plus
3567818902,Check-In
0951096075,IRROPS
0020572889,Other Topics  
8572525703,Voluntary Change
0234565544,Voluntary Cancel
5326039375,Post-Flight
5700388961,Schedule Change
2162822028,IRROPS
8906347405,Mileage Plus
4519112901,Communications
1903751243,IRROPS
0550135674,Voluntary Change
1299420157,Unaccompanied Minor
6026628282,Products and Services
6582013940,IRROPS
9323211479,Products and Services
2495811456,Voluntary Cancel
9517681424,Voluntary Change
2609359527,Check-In
2590321166,IRROPS
8369985882,Products and Services
7743067560,Voluntary Change
0366277400,IRROPS
3202223813,Voluntary Change
8389279060,Mileage Plus
6483553246,Baggage
0823068541,Mileage Plus
9081098311,Seating
6769725158,Baggage
5098387994,Communications
4094710713,IRROPS
4916290291,Products and Services
3116000461,IRROPS
5177255261,Upgrade
9327013806,Voluntary Change
3534938058,Communications
8556891363,Upgrade
6160728264,IRROPS
3660509440,Seating
5247457852,Mileage Plus
7212663549,IRROPS
6692805175,Voluntary Change
1598239688,Voluntary Change
4615824059,Baggage
5619631790,Voluntary Change  
8219895073,Seating
4138273429,Voluntary Change
0170067728,Mileage Plus
8633681099,Voluntary Change
8016350602,Seating
9276709511,Checkout
3959935972,IRROPS
4633882677,Schedule Change
4519575009,IRROPS
9872906158,Post-Flight
1764655265,Products and Services
3094957732,Voluntary Change
3803240146,Booking
1672855254,Post-Flight
0144680377,Digital   Support
8558470489,IRROPS
6830026987,Voluntary Change
2714699242,Checkout
1673341779,Voluntary Cancel
4735906475,IRROPS
6057291059,Baggage
2733685000,Schedule Change
5885826957,Voluntary Change
5042216048,Voluntary Change
3872194695,IRROPS
8463104143,Schedule Change
0185347525,Products and Services
5444342021,IRROPS
5837976602,Checkout
3933537390,Other Topics
3861117968,IRROPS
4047573469,Mileage Plus
6580917150,Mileage Plus
1919616746,Mileage Plus
5119654265,Post-Flight
9463394223,IRROPS
6450930197,Traveler Updates
0408201919,Checkout
8845285192,Communications
7843612305,Schedule Change
6696310234,Seating
5403749771,Seating
2444985886,Checkout
6578738976,IRROPS  
1643437609,Voluntary Change
7422582896,IRROPS
0749113608,Traveler Updates
3602309425,Baggage
9057349243,Booking
3301491692,Voluntary Change
2300500612,Post-Flight
1650323420,Baggage
0279925169,Mileage Plus
5517472681,IRROPS
5558950359,Communications
1784853756,Voluntary Change
8227139438,Schedule Change
6212663332,Seating
2415534300,Voluntary Change
2944614441,Mileage Plus  
9805602337,Upgrade
9185773453,IRROPS
7019738030,IRROPS
7249416770,Baggage
9596133212,IRROPS
2791650686,Mileage Plus
0324449417,Mileage Plus
4686705616,IRROPS
6295629645,Seating
1720659227,Booking
0360320318,Mileage Plus
3911412206,Disability
1118491359,Seating
6594067219,IRROPS
9409594806,Voluntary Change
1987169150,Schedule Change
4245256773,IRROPS
3600670339,Seating
1601478563,Mileage Plus
7112116023,Digital   Support
8366195088,Voluntary Change
1968680221,Post-Flight
9550882337,Seating
3590349991,Upgrade
2671909354,IRROPS
1849700577,Seating
9308335386,Upgrade
8651817400,Baggage
1487836151,Checkout
3043210688,Mileage Plus
2650640437,IRROPS
1193538943,Seating
5405679380,IRROPS
1439033485,Upgrade
6977269529,Seating
0730872421,IRROPS
9488943365,IRROPS
0957014613,Voluntary Change
6877895810,IRROPS
7672547796,Baggage
6534493743,Voluntary Change
6582470262,Baggage
5186152281,Post-Flight
0637590680,Mileage Plus
4542636065,IRROPS
2730531653,IRROPS
9920424985,IRROPS
3257904879,Communications
3917665354,Seating
1344217208,IRROPS
9947946285,Seating
2753945968,Voluntary Change
2080279034,Voluntary Change
5649183720,Voluntary Cancel
0912592718,IRROPS
0368163350,Post-Flight
9057986135,Seating
6205500144,IRROPS
4761157384,IRROPS
2603192615,Communications
5938184045,Voluntary Change
1914427763,Post-Flight
1964469188,Voluntary Change
3750496281,Upgrade
4944358223,Baggage
4233979300,Mileage Plus
1126104218,Mileage Plus
4374444796,Schedule Change
3967049865,ETC  
5325036033,IRROPS
3646733668,IRROPS
8452965084,Mileage Plus
6178382464,IRROPS
5632304606,IRROPS
6796202938,Seating
2747730704,IRROPS  
4864150736,Voluntary Change
1520303738,Communications
5152260601,Baggage
2761594174,Communications
9139777010,Voluntary Change
7681512167,Seating
6976137983,IRROPS  
7312465459,Digital   Support
6184988172,Booking
6645275510,Voluntary Change
3619528639,Post-Flight
5553520658,Voluntary Change
3497741873,Post-Flight
3619842511,Voluntary Change
9163026167,Voluntary Change
2475251683,Other Topics  
4010883600,Seating
3476190049,Voluntary Change
3140762407,Mileage Plus
3871171807,Post-Flight
1134729223,IRROPS
4668717660,Upgrade
1624138728,Seating
7537359531,Communications
2477229052,IRROPS
6485781780,Upgrade
5083622557,Mileage Plus
3269320249,Voluntary Change
8878305575,Voluntary Change
6777770655,Other Topics
3482328764,Voluntary Change
7755284209,Mileage Plus
0142256204,Other Topics
8349463058,IRROPS
2126184865,Disability
2356554861,Seating
4905482479,IRROPS
4000231563,Products and Services
2993937905,Post-Flight
4645325620,IRROPS
2203601026,Upgrade
0458158150,IRROPS  
9998301127,Voluntary Change
7879731417,Voluntary Cancel
5355708326,Upgrade
5197977856,Schedule Change  
9038211314,Upgrade
3930776655,Upgrade
3185799744,Upgrade
5005268385,Mileage Plus
6148966420,Voluntary Cancel
7945229484,Checkout
6611946411,Post-Flight
1120259561,Seating
2412502716,Seating
8446803231,Communications
2727582272,Communications
0770263883,Voluntary Cancel
2519409939,Voluntary Change
2043700798,Mileage Plus
2605609956,Voluntary Cancel
7913815185,Check-In
5547805870,IRROPS
6501616821,IRROPS
8031713494,IRROPS
6872817901,Voluntary Change
2903832197,Post-Flight
7358144870,Upgrade
1433119481,Voluntary Change
1131113541,Upgrade
8300497084,IRROPS
2429480203,Post-Flight
3825393929,IRROPS
1599518023,Communications
2592076702,Seating
1674807310,IRROPS
5398144421,IRROPS
9117056071,IRROPS
8129384430,Seating
6302479844,Baggage
1805648452,Voluntary Change
4087626292,Post-Flight
0376395081,Checkout
1188642002,Other Topics
0230832652,Schedule Change
2813700120,Seating
9122025682,Seating
5880976057,Mileage Plus
3274906304,IRROPS
7687087812,Baggage
8499168841,Mileage Plus
7202575450,Upgrade
2068587550,Check-In
3306215433,Seating
2345546077,Seating
6355693011,IRROPS
6216196762,Mileage Plus
0995124827,Voluntary Change
9805727944,IRROPS
4824819241,Post-Flight
7646133654,Voluntary Change
5034341354,Communications
4003878963,Mileage Plus
0122935492,Products and Services
1157608687,Mileage Plus
0596277425,Communications
6476694518,Upgrade
1552762394,IRROPS
9408993575,IRROPS
9142415101,Mileage Plus
9990007787,Mileage Plus
1878832974,Voluntary Change
7508990144,IRROPS
6538145434,Voluntary Change
6725809371,Voluntary Change
3512847617,Checkout
2191271770,Baggage
3468624649,Post-Flight
3162400598,Voluntary Change
7878576899,Upgrade
0531845241,Seating
2435155465,Seating
9231973786,Upgrade  
8040261585,Upgrade
2915833124,Booking
0839024249,IRROPS
6959995039,IRROPS
9966159876,Booking
6150615138,IRROPS
3699433137,IRROPS
7458952752,Mileage Plus
1089359632,Communications
3051526453,Mileage Plus
6432178352,Booking
9657076020,Upgrade
9167614843,Voluntary Change
4501226989,Baggage
5999874746,Mileage Plus
3100904546,IRROPS
9413616803,Check-In
2117509872,Checkout
0210267333,IRROPS
4248148408,IRROPS
4774837210,Voluntary Cancel
3931491474,Checkout
2910232691,Mileage Plus
3206010215,IRROPS
8938064067,Products and Services
4558081511,Products and Services
0305075046,Traveler Updates
9339893262,Voluntary Cancel
5935213154,Traveler Updates
2803791832,Voluntary Change
1827364429,Voluntary Change
7102640536,Seating
0876205548,Check-In
5350249051,Voluntary Cancel
0849179917,Voluntary Change
0729337200,IRROPS
3479982564,Post-Flight
3234047039,Products and Services
5496759155,IRROPS
6828248622,IRROPS
5282089431,Mileage Plus
5107490497,Checkout  
2491830221,Voluntary Change
7254947871,Schedule Change
3014341498,Communications
4038981747,Booking
5032420532,IRROPS
8399709886,Upgrade  
6778303822,IRROPS
4331658952,Voluntary Change
6062115031,Voluntary Change
6155871125,Mileage Plus
1640497362,IRROPS
2918095082,Booking
6966848546,Upgrade
4012658503,Products and Services
8782600719,Mileage Plus
2693626089,Seating
5260267899,Voluntary Cancel
8304725392,Seating  
8328544028,Check-In
0434867686,Other Topics
9432418437,Seating
5869039882,Baggage
6490645744,Baggage
4116103599,Voluntary Change
6174388356,IRROPS
9158222389,Post-Flight
8358430633,Check-In
5340179450,IRROPS
1970207518,Voluntary Change
0134946135,IRROPS
3117294473,Communications
3945674270,Post-Flight
4192647631,Checkout
2688910398,Seating
8531359148,IRROPS
0497514306,IRROPS
6121251073,Voluntary Change
7611191104,Seating
9294320873,Seating
5360719737,Check-In
7448966383,Products and Services
1492574109,Schedule Change
7378499338,Products and Services
6054602443,Voluntary Change
9824226949,Post-Flight
6081243409,Post-Flight
6950682095,Post-Flight
7401581855,Seating
5611931591,Mileage Plus
8856147079,Post-Flight
3642239090,IRROPS
7312274393,Digital   Support
4307499305,Voluntary Change
1788669782,Voluntary Cancel
1023145397,Products and Services
4523724366,Voluntary Cancel
3586047941,Checkout
1976354660,IRROPS
5078112003,Post-Flight
8260188865,Booking
8961310911,Mileage Plus
4660126785,Seating
7566838303,Traveler Updates
8741847794,Communications
2423834345,IRROPS
5253529640,Seating
4498203310,Seating
3629441048,Voluntary Change
9380299855,IRROPS
5485622618,Communications
8071418245,Post-Flight
7794308209,Mileage Plus
9382614905,Voluntary Change
7599021401,IRROPS
0278534254,Post-Flight
5695060686,IRROPS
9891738579,Mileage Plus
8411560883,Voluntary Change
9496805134,IRROPS
1397662447,IRROPS
3712004443,Communications
8314699538,Traveler Updates
5240275162,Post-Flight
3832568783,Schedule Change
2443843402,Checkout
4006124727,Voluntary Change
3565472008,IRROPS
7527437766,IRROPS
6209786181,Mileage Plus
7370380454,Seating  
6023359578,Products and Services
7536306223,Mileage Plus
7487545215,Booking
7753195275,Voluntary Cancel
9376492188,Voluntary Change
4867310481,Voluntary Change
1847398159,Seating
5218895892,Communications
1152981514,Check-In
9667129400,IRROPS
3016384399,Voluntary Change
5532452204,Mileage Plus
3270757509,Booking
3925992032,Booking
8696210995,Voluntary Change
4470836047,Mileage Plus
8151968792,Voluntary Change
4838861987,Booking
6619416195,Other Topics
7697739912,Communications
7411286990,Seating
9190244248,IRROPS
6135687260,Baggage
9553440322,Products and Services
9292896194,Checkout
5479063922,Voluntary Change
2261555661,Voluntary Change
8931269537,Booking
0310468517,Seating
6842693424,IRROPS  
5412967301,Voluntary Change
3229118517,IRROPS
9251520799,Post-Flight  
4586044692,Post-Flight
6927277450,Mileage Plus
9244189425,Products and Services
9347382712,Voluntary Change
8336046152,Mileage Plus
2481013842,Voluntary Change
8324623491,Upgrade
6365513538,Products and Services
2416426793,Post-Flight
3584589961,Voluntary Change
6202428544,Booking
6808915653,ETC
3263660985,Voluntary Cancel
7875074019,Seating
4454426594,Post-Flight
0709263200,IRROPS
8775194466,Schedule Change
0999930016,Check-In
7664976502,IRROPS
7409295282,Communications
1008520672,IRROPS
4662089916,Disability  
9255699365,Upgrade
3393303582,Post-Flight
9990096944,Seating
9369773581,Checkout
4752792912,Seating
7367301895,Voluntary Change
1384632216,IRROPS
1301615052,Mileage Plus
6222569099,Booking
9003602156,Voluntary Change
6626164511,Post-Flight
8984406645,Mileage Plus
3826281234,Mileage Plus
4113482406,Mileage Plus
2172366628,Voluntary Change
9902727844,Products and Services
3663914727,Upgrade
7367620289,Voluntary Change
2463730459,Mileage Plus
4373047412,Voluntary Change
7337748955,Voluntary Change
8234981845,IRROPS
5301850819,IRROPS
7612631852,Mileage Plus
8516418737,Products and Services
5892826430,Seating
4628357373,Communications
8649821131,ETC
0252575118,Seating
4621250445,Voluntary Change
9820821851,Voluntary Change
3405398169,Voluntary Cancel
3354396938,Voluntary Cancel
7359960551,Schedule Change
1368882315,Mileage Plus
7670570975,IRROPS
2132251848,Seating
3014607328,IRROPS
6956661214,Checkout
5890605486,Seating
5227574167,Post-Flight
2194068492,Checkout
2040736484,Voluntary Change
3281387728,IRROPS
8624340272,Checkout
8255796623,Mileage Plus
3472284525,Check-In
4941441279,Digital   Support
8276515459,Voluntary Change
3407066848,Post-Flight
8143276185,IRROPS
2585542910,Communications
9621762326,Products and Services
2960127830,Booking
6808882498,Voluntary Change
2379876275,IRROPS
5936407141,IRROPS
1813672717,Seating
8920451141,Seating
7509347689,Other Topics
9201238574,IRROPS
7311235574,IRROPS
9491736767,Seating
4244015928,IRROPS
7983607343,Mileage Plus
6192661541,Products and Services
5864057598,Schedule Change
5020951823,Baggage
9748125524,IRROPS
