call_id,agent_id,agent_tone,customer_tone,average_sentiment,silence_percent_average
6371962645,887241,calm,frustrated,0.23,0.15
9813176096,422969,calm,angry,0.01,0.31
2242173462,686999,neutral,polite,-0.18,0.17
5305471125,347606,calm,calm,0.03,0.16
6655017886,537208,neutral,polite,-0.09,0.15
5877799371,418648,neutral,polite,-0.09,0.66
8444784170,479098,neutral,frustrated,-0.02,0.31
1424308434,734708,neutral,neutral,-0.18,0.39
1180529994,429743,calm,calm,0.03,0.1
7805346904,901589,calm,polite,0.02,0.32
8363331395,860774,neutral,angry,-0.04,0.6
9896680138,418145,neutral,neutral,-0.21,0.07
6050727671,575830,neutral,neutral,-0.12,0.07
1178747737,266966,neutral,polite,0,0.2
6202425689,246791,neutral,angry,-0.2,0.13
9545233432,744299,neutral,angry,-0.15,0.18
8494279313,204674,frustrated,frustrated,-0.41,0.2
0182048297,233571,calm,polite,0.04,0.11
5604451901,954628,calm,frustrated,0.05,0.5
6724244439,993862,calm,neutral,0.06,0.15
7726840298,144120,neutral,neutral,-0.2,0.23
6210088893,149315,neutral,polite,-0.08,0.31
0467573901,309976,neutral,neutral,-0.11,0.39
8493185581,305039,neutral,angry,-0.13,0.39
8377404119,641379,neutral,angry,-0.14,0.17
2198442095,357288,neutral,frustrated,-0.1,0.33
6000077574,887241,neutral,neutral,-0.08,0.16
7949723877,575830,neutral,frustrated,-0.08,0.18
4201254262,590950,neutral,polite,-0.05,0.3
2647640369,144120,neutral,calm,-0.09,0.24
6646062052,542034,neutral,angry,-0.09,0.03
7485553777,519294,neutral,polite,0,0.15
8975402818,937806,neutral,calm,-0.1,0.29
1804647012,731717,frustrated,frustrated,-0.32,0.3
0496413876,308266,neutral,polite,-0.08,0.6
5357608452,202868,neutral,calm,-0.09,0.72
7069796209,686999,neutral,frustrated,-0.02,0.43
7091429101,594957,calm,polite,0.05,0.1
7688676073,852493,calm,neutral,0.04,0.68
8707779787,544771,calm,polite,0.16,0.02
4971647039,119952,neutral,frustrated,-0.17,0.51
1714274147,418145,neutral,polite,-0.03,0.1
3574007846,251287,neutral,angry,-0.12,0.6
1896454982,347606,calm,polite,0.09,0.21
6989367084,901589,calm,angry,0.15,0.15
6493382246,887241,neutral,frustrated,0,0.6
1328880535,749671,calm,frustrated,0.35,0.06
2908574457,822981,calm,frustrated,0.02,0.37
2985012270,610271,calm,frustrated,0.07,0.24
1601731728,136010,neutral,frustrated,-0.25,0.6
7923313463,250675,neutral,angry,0,0.6
6113233360,544771,neutral,neutral,-0.12,0.59
4326752220,436160,neutral,angry,-0.16,0.03
0197524868,429743,calm,neutral,0.13,0.41
1439179695,605855,neutral,angry,-0.11,0.41
1211498689,266966,calm,frustrated,0.09,0.24
1649643410,233571,calm,polite,0.06,0.2
4854749298,641379,neutral,calm,-0.03,0.13
7534255910,720418,calm,frustrated,0.02,0.32
5308462720,911766,neutral,polite,-0.17,0.22
6102789938,246791,calm,polite,0.11,0.55
8471553764,744299,neutral,neutral,-0.18,0.18
0811423500,575830,neutral,frustrated,-0.02,0.07
7829165258,993862,neutral,calm,-0.13,0.05
6001420892,640550,calm,angry,0.09,0.33
3143961858,642658,neutral,polite,-0.13,0.18
2199266991,748700,neutral,polite,-0.03,0.16
2059412535,113217,neutral,frustrated,-0.11,0.08
7230190937,136855,calm,angry,0.04,0.24
7108866673,982131,calm,polite,0.03,0.63
4284957908,732843,neutral,frustrated,-0.06,0.6
6976140502,597265,neutral,calm,0,0.14
1914497064,901722,calm,calm,0.08,0.55
0288742987,757349,neutral,calm,-0.02,0.31
9708794194,233571,calm,frustrated,0.05,0.38
1984816918,731717,neutral,angry,-0.11,0.23
0975433458,414690,neutral,angry,-0.01,0.37
6905685114,610271,neutral,frustrated,-0.09,0.55
5843732013,734708,calm,frustrated,0.06,0.44
0743367118,630891,calm,frustrated,0.04,0.38
5379844735,897227,neutral,neutral,-0.03,0.42
7347271903,980508,calm,calm,0.08,0.04
4042070033,251287,neutral,calm,-0.16,0.16
5374153604,901589,neutral,frustrated,-0.12,0.27
0324218787,208992,neutral,angry,-0.02,0.19
2370314760,113217,neutral,calm,-0.05,0.21
6032767953,575131,neutral,calm,-0.15,0.28
8446118493,805825,calm,calm,0.04,0.69
5012380317,305039,neutral,calm,-0.02,0.25
2959855868,436160,calm,neutral,0.03,0.35
7592514602,266966,calm,calm,0.06,0.28
9145105858,744299,neutral,angry,-0.09,0.14
1925527700,852493,neutral,neutral,0,0.46
8052860216,937806,calm,polite,0.13,0.03
6515813487,429743,calm,polite,0.24,0.18
1576649509,993862,neutral,calm,-0.07,0.1
2659282548,144120,neutral,angry,-0.11,0.33
2538110440,597265,neutral,frustrated,0,0.18
7899827468,591778,calm,neutral,0.03,0.64
0491159340,263480,frustrated,calm,-0.26,0.13
0541339700,391052,neutral,angry,-0.1,0.26
9317627775,275034,neutral,frustrated,-0.03,0.4
6306758954,784648,frustrated,angry,-0.27,0.02
3051119407,605855,neutral,neutral,-0.08,0.23
1535833099,968346,neutral,calm,-0.06,0.37
9279681183,675344,frustrated,angry,-0.27,0.35
9627709340,931734,neutral,angry,-0.02,0.07
3153386045,347606,calm,neutral,0.05,0.13
8798820819,251287,calm,polite,0.13,0
6102874629,171021,calm,neutral,0.15,0.81
8742621831,901589,neutral,neutral,-0.02,0.6
8539030008,719115,neutral,angry,-0.2,0.6
6626990314,937806,neutral,angry,-0.08,0.1
4172197743,860774,calm,calm,0.2,0.57
7817098246,418145,frustrated,neutral,-0.38,0.16
2613852238,251287,neutral,neutral,-0.18,0
1203866623,537146,neutral,angry,-0.09,0.39
9657279713,388661,neutral,polite,0,0.3
8580261351,749671,neutral,neutral,-0.09,0.56
6163443746,575830,neutral,neutral,-0.1,0.29
4321576303,470395,neutral,angry,-0.21,0.4
6160852902,734708,calm,frustrated,0.05,0.27
7776861823,757349,neutral,neutral,-0.16,0.34
0361846831,204674,neutral,polite,-0.24,0.38
1671565279,233571,calm,neutral,0.08,0.17
8060393712,641379,neutral,frustrated,0,0.36
3717248752,436160,calm,calm,0.16,0.22
0240113313,479098,neutral,polite,-0.18,0.41
8851392246,590950,neutral,calm,0,0
2606791187,784648,neutral,neutral,-0.09,0.14
6597828109,309976,neutral,polite,-0.05,0.02
5423784132,860774,calm,frustrated,0.12,0.05
9161793893,305039,calm,calm,0.03,0.03
0950640755,605855,neutral,angry,-0.16,0.18
1473278417,590950,neutral,polite,-0.07,0.17
6243559989,251287,neutral,angry,-0.08,0.5
5351032674,204674,neutral,neutral,-0.03,0.02
9470213194,136010,calm,polite,0.12,0.23
5914522090,911766,neutral,polite,-0.11,0.36
2956144468,246791,calm,neutral,0.02,0.83
4341145114,744299,calm,polite,0.12,0.67
5814546949,542034,calm,polite,0.11,0.09
0278309142,250675,calm,frustrated,0.05,0.22
9142203679,347606,neutral,calm,-0.04,0.2
0627022950,181820,calm,neutral,0.08,0.17
0445367180,860774,neutral,angry,-0.14,0.11
2479472460,342345,neutral,calm,-0.02,0.45
5924775103,418145,neutral,polite,-0.2,0.11
4693221283,887241,calm,frustrated,0.08,0.36
7030024062,496568,neutral,neutral,0,0.24
7484019310,436160,calm,angry,0.05,0.16
7095431747,734708,neutral,neutral,-0.07,0.35
2029289194,542034,calm,calm,0.02,0.43
4169460915,544771,frustrated,frustrated,-0.33,0.09
5139226979,414690,neutral,angry,-0.05,0.24
0029379468,590950,neutral,frustrated,-0.09,0.23
2990868280,266966,neutral,calm,-0.2,0.22
5737749683,144120,neutral,frustrated,0,0
8475200947,640550,calm,neutral,0.22,0.47
0763748764,784648,calm,polite,0.09,0.24
0046784823,422969,neutral,angry,-0.18,0.62
1332051181,594957,neutral,angry,-0.17,0.27
0515911045,204674,neutral,angry,-0.15,0.47
8365606784,181820,neutral,neutral,-0.11,0.11
6343274179,852493,calm,neutral,0.12,0.54
9558973191,250675,neutral,neutral,-0.19,0.11
3713428460,544771,frustrated,angry,-0.39,0.47
8545592780,937806,neutral,neutral,0,0.32
4750567120,470164,calm,neutral,0.1,0.13
7804788969,822981,calm,calm,0.09,0.43
5172526943,993862,neutral,frustrated,-0.09,0.23
1349297623,715813,neutral,angry,-0.08,0.35
8604098315,882260,neutral,angry,-0.12,0.32
9195855195,357288,neutral,calm,-0.11,0.05
9367045628,136010,neutral,neutral,-0.05,0.33
3775770733,470395,calm,neutral,0.36,0.07
0831703833,144120,frustrated,angry,-0.46,0
3016654405,931734,neutral,frustrated,0,0.05
7601649545,347606,neutral,calm,-0.18,0.23
2737041169,233571,neutral,calm,-0.06,0.42
8707367770,305039,neutral,polite,0,0.23
2066142920,414690,neutral,angry,0,0.26
6247844842,208992,calm,neutral,0.18,0.16
6994065502,181820,frustrated,calm,-0.29,0.39
0705287126,436160,calm,neutral,0.03,0.42
2318440512,975590,calm,frustrated,0.13,0.25
7141635349,429743,neutral,neutral,-0.14,0.57
4281048706,993862,neutral,frustrated,-0.24,0.12
6146989752,640550,neutral,angry,0,0.15
6451675667,642658,neutral,polite,-0.15,0.44
9958074204,748700,calm,calm,0.11,0.38
9326563144,113217,neutral,angry,-0.14,0.06
6127705439,715813,neutral,polite,-0.24,0.58
4692542163,757349,neutral,angry,-0.01,0.07
6239028109,931734,neutral,polite,0,0.53
6456909711,719115,neutral,angry,-0.07,0.25
9482208204,860774,frustrated,polite,-0.27,0.45
0702314218,470164,calm,neutral,0.09,0.54
2530565386,784648,neutral,frustrated,-0.02,0.25
0340280135,594957,calm,polite,0.01,0.52
7387216055,126555,neutral,calm,-0.06,0.51
4859963842,519294,neutral,angry,-0.06,0.82
2350881799,305039,neutral,polite,-0.18,0.24
7567775176,931734,neutral,neutral,-0.17,0.72
7715711983,342345,calm,frustrated,0.08,0.51
1241642721,537208,calm,calm,0.13,0.49
1466078257,357288,calm,neutral,0.19,0.08
0498220922,731717,calm,frustrated,0.02,0.1
5221300012,388661,calm,frustrated,0.1,0.5
8062326633,938715,calm,frustrated,0.05,0.05
7832218711,749671,neutral,angry,-0.03,0.27
3628983671,308266,neutral,neutral,0,0.37
6939498392,208992,neutral,polite,-0.16,0.18
8824322329,757349,neutral,calm,-0.06,0.03
3414251569,937806,calm,polite,0.14,0
2831145742,136010,neutral,polite,-0.02,0.72
1874345597,479098,neutral,angry,-0.04,0.37
3998157862,975590,calm,angry,0.07,0.03
2486469112,470395,neutral,polite,-0.09,0.32
2198960908,931734,neutral,angry,-0.1,0.41
2675150894,965878,neutral,neutral,-0.16,0.19
5257980681,414690,neutral,polite,-0.08,0.21
3034474832,882260,neutral,frustrated,-0.13,0.17
5476839552,181820,frustrated,polite,-0.26,0.49
5246926998,792482,neutral,frustrated,-0.03,0.63
3887432073,696555,calm,frustrated,0.02,0.74
6309387096,605855,calm,calm,0.06,0.33
1117046467,250675,neutral,angry,0,0.53
4934955777,544771,calm,angry,0.03,0.51
0802195411,937806,calm,polite,0.09,0.25
3960749990,342345,calm,neutral,0.34,0.58
4860747746,357288,neutral,neutral,-0.13,0.45
3247123457,749671,neutral,angry,-0.06,0.34
5623970343,757349,neutral,frustrated,-0.17,0.03
2195210580,418145,calm,calm,0.29,0.41
3443442778,887241,neutral,neutral,0,0.05
2245126130,784648,calm,neutral,0.01,0.45
3619806679,149315,neutral,frustrated,-0.01,0.59
6554087887,887241,neutral,neutral,-0.05,0.5
9382354285,537146,calm,calm,0.05,0.56
9584795662,731717,neutral,neutral,-0.02,0.25
8036699131,938715,neutral,angry,-0.09,0.11
0024578076,414690,neutral,angry,-0.19,0.47
7250236179,208992,neutral,calm,0,0.16
2692488489,954628,calm,neutral,0.11,0.29
4868562738,965878,neutral,angry,0,0.27
9838290482,309976,neutral,polite,0,0.33
3202406827,496568,neutral,frustrated,-0.15,0.25
4700558972,852493,calm,frustrated,0.02,0.41
4824316417,937806,calm,calm,0.27,0.01
4762362132,641379,calm,calm,0.31,0.08
1608402445,208992,neutral,neutral,0,0.4
2376589324,590950,calm,polite,0.31,0.21
6049472725,757349,neutral,neutral,-0.15,0.06
3114799384,250675,neutral,angry,-0.03,0.33
9795441561,910145,neutral,frustrated,0,0.06
6644128346,119952,neutral,neutral,-0.14,0.4
2917803581,575830,neutral,neutral,-0.21,0.33
7516826671,911766,neutral,neutral,-0.03,0.11
4164064113,744299,frustrated,angry,-0.35,0.08
2911876351,305039,calm,polite,0.09,0.1
9144832693,418145,neutral,frustrated,-0.18,0.81
8549875125,308266,neutral,angry,-0.03,0.21
6064425086,993862,neutral,calm,-0.09,0.17
5173368399,144120,neutral,frustrated,-0.22,0.27
6144781840,640550,neutral,neutral,-0.13,0.51
0000526871,748700,neutral,frustrated,-0.22,0.13
8519322319,937806,neutral,calm,-0.02,0.52
0846410560,641379,calm,neutral,0.02,0.09
3802373680,975590,neutral,calm,0,0.14
7386436512,590950,neutral,neutral,0,0.06
4739712031,113217,neutral,neutral,-0.06,0.52
3588004200,136855,calm,polite,0.06,0.7
3242540845,982131,neutral,neutral,-0.25,0.47
6836248269,732843,neutral,angry,0,0.4
8358411732,597265,neutral,neutral,-0.02,0.18
7642514726,715813,frustrated,polite,-0.34,0.69
4243240377,204674,neutral,neutral,-0.19,0.25
2981840145,213093,calm,calm,0.16,0.01
1697842159,519294,neutral,angry,0,0
3566902773,910145,calm,polite,0.11,0.12
3535265790,305039,neutral,angry,-0.06,0.12
6040171738,342345,neutral,angry,-0.24,0.31
1596556309,938715,neutral,frustrated,-0.25,0.48
8046829484,496568,neutral,angry,-0.05,0.24
2667118516,734708,neutral,angry,-0.12,0.5
1930732922,605855,neutral,polite,0,0.34
4764490293,418648,calm,frustrated,0.01,0.75
3988350164,436160,neutral,angry,-0.07,0.3
3134638951,610271,calm,neutral,0.34,0.41
6391093551,975590,calm,calm,0.08,0.27
7605912504,575830,calm,frustrated,0.05,0.04
9645654929,954628,neutral,neutral,-0.06,0.2
6591635850,590950,frustrated,angry,-0.33,0.34
9381886490,744299,neutral,neutral,-0.07,0.4
6670824442,965878,calm,calm,0.08,0.02
4974160672,250675,calm,calm,0.12,0.56
7316372522,519294,neutral,angry,-0.03,0.18
4670840109,910145,neutral,polite,-0.08,0.2
0849424633,641379,neutral,polite,-0.04,0.27
3954052570,470164,neutral,angry,-0.11,0.14
2848003197,822981,calm,polite,0.04,0.63
9990246569,757349,calm,frustrated,0.09,0.31
0708755474,931734,calm,frustrated,0.02,0.36
7670707826,965878,neutral,calm,0,0.24
9337072344,213093,neutral,calm,0,0.26
9743122399,308266,neutral,polite,-0.22,0.44
9876505724,208992,neutral,frustrated,0,0.35
5284602505,422969,calm,neutral,0.1,0.26
0202374583,519294,neutral,calm,-0.21,0.41
0693604380,496568,neutral,angry,-0.06,0.72
5561064931,575830,calm,angry,0.07,0.36
4651254347,882260,calm,polite,0.03,0.34
4450669406,594957,neutral,neutral,-0.07,0.24
5736377016,429743,calm,neutral,0.11,0.59
8922464543,954628,neutral,frustrated,-0.18,0.51
2870888778,911766,neutral,neutral,-0.08,0.56
3526096259,250675,neutral,frustrated,0,0
6468181749,213093,calm,polite,0.12,0.24
1715725548,414690,neutral,angry,0,0.19
4071161283,208992,frustrated,polite,-0.41,0.02
3657988161,144120,neutral,calm,-0.04,0.03
7376116323,642658,calm,frustrated,0.02,0.3
0446421669,748700,calm,angry,0.02,0.14
6782927682,732843,neutral,polite,-0.01,0.41
2586298141,597265,calm,angry,0.05,0.02
0962662170,910145,calm,calm,0.03,0.34
7629238424,342345,calm,calm,0.02,0.07
9550944973,388661,neutral,calm,-0.06,0.37
2506260206,436160,neutral,polite,0,0.15
7679746990,640550,neutral,calm,-0.06,0.13
8245408082,901722,neutral,calm,-0.11,0.84
0442983847,250675,calm,neutral,0.16,0.23
6330116907,938715,neutral,angry,0,0.05
3029045700,208992,calm,polite,0.06,0.45
4996901616,144120,neutral,polite,-0.12,0.4
9189176618,715813,neutral,frustrated,-0.2,0.71
4901030993,204674,calm,polite,0.04,0.25
0220822825,852493,neutral,calm,-0.03,0.15
7665093130,544771,neutral,frustrated,0,0.43
9332332505,641379,calm,neutral,0.08,0.24
5584903077,537208,calm,calm,0.15,0.27
6681847427,901589,neutral,frustrated,-0.02,0.47
8079677026,537146,neutral,angry,-0.02,0.17
5031954619,470395,neutral,calm,-0.23,0.76
5569437321,910145,neutral,calm,-0.1,0.26
1991358993,305039,neutral,frustrated,0,0.2
4914865329,357288,neutral,polite,-0.14,0.13
3582573515,470164,neutral,calm,-0.09,0.06
3772060782,965878,neutral,frustrated,-0.08,0.12
4900159615,171021,frustrated,neutral,-0.31,0.08
1829866523,937806,neutral,polite,-0.06,0.13
2497648198,731717,neutral,polite,-0.17,0.36
3012900587,479098,calm,calm,0.06,0.61
6646106986,605855,neutral,frustrated,-0.18,0.28
3065572311,590950,neutral,calm,-0.2,0
3210845759,993862,neutral,polite,-0.04,0.66
9399099250,630891,neutral,frustrated,-0.05,0.62
5745844337,938715,calm,frustrated,0.1,0.78
2641653866,436160,neutral,calm,0,0.02
1014988773,136010,neutral,frustrated,-0.12,0.51
8967330087,575830,neutral,frustrated,-0.09,0.74
3334319641,954628,neutral,frustrated,-0.02,0.44
2417856814,748700,neutral,calm,-0.05,0.07
7821882877,348998,neutral,neutral,-0.08,0.08
2171442179,897227,neutral,neutral,-0.07,0.47
9691688398,594957,neutral,angry,-0.21,0.29
3053724168,537146,neutral,polite,-0.01,0.21
9330781595,347606,calm,neutral,0.11,0.18
0555803800,309976,calm,calm,0.13,0.2
4313434749,597265,neutral,frustrated,-0.17,0.19
2970828899,980508,neutral,frustrated,0,0.64
8239479725,126555,neutral,calm,-0.16,0.4
5997440195,610271,calm,angry,0.03,0.1
4174860205,470395,calm,calm,0.05,0.31
2898015473,414690,calm,angry,0.02,0.37
5857803688,542034,neutral,calm,-0.06,0.49
6527904562,965878,neutral,angry,0,0
1607786229,213093,calm,calm,0.05,0.2
1193766766,305039,calm,frustrated,0.02,0.06
9275375289,590950,neutral,polite,-0.09,0.17
6085373240,171021,neutral,calm,-0.04,0.51
1760542921,250675,calm,neutral,0.13,0.33
5707221479,342345,calm,calm,0.12,0.49
7336537563,792482,frustrated,polite,-0.39,0.24
5651896565,436160,neutral,polite,-0.1,0.05
5083595181,975590,calm,neutral,0.03,0.4
9564763684,748700,neutral,neutral,-0.11,0.07
1358033159,233571,calm,neutral,0.28,0.32
3900830545,852493,neutral,polite,-0.1,0.14
6802478549,519294,calm,neutral,0.14,0.16
3148703413,910145,neutral,angry,0,0
1676873400,542034,neutral,neutral,-0.08,0.24
9414401098,937806,frustrated,frustrated,-0.38,0.3
8625463061,965878,neutral,neutral,-0.06,0.29
2858323971,181820,neutral,angry,-0.18,0.27
6526087962,931734,neutral,neutral,0,0.4
0068906342,113217,neutral,calm,-0.04,0.29
6104209823,641379,neutral,calm,0,0.41
0202114525,594957,frustrated,neutral,-0.32,0.05
7702319407,686999,neutral,angry,0,0.34
8155403135,233571,neutral,calm,0,0.38
7560639754,852493,calm,polite,0.07,0.27
6956229660,719115,neutral,angry,0,0
5923108433,309976,frustrated,neutral,-0.26,0.27
4979090729,213093,calm,neutral,0.17,0.14
9427523863,882260,neutral,polite,0,0.42
5191406066,251287,neutral,calm,-0.03,0.33
8411143430,233571,neutral,frustrated,-0.05,0.09
3862832543,719115,calm,neutral,0.08,0.21
7304207317,519294,neutral,frustrated,-0.16,0.22
0104733238,910145,neutral,frustrated,0,0.35
7111169817,149315,neutral,neutral,-0.18,0.01
8574516327,792482,neutral,neutral,-0.23,0.45
8579319080,347606,neutral,angry,-0.11,0.4
8199875715,213093,neutral,polite,-0.12,0.14
7194076867,860774,calm,polite,0.02,0.37
8290080073,305039,calm,calm,0.09,0.62
5054195556,342345,calm,calm,0.01,0.32
3796411675,388661,calm,angry,0.03,0.28
9020310072,436160,neutral,calm,-0.05,0.23
1651509129,931734,calm,calm,0.04,0.37
2287805073,938715,calm,angry,0.02,0.59
2172870955,594957,neutral,neutral,-0.2,0.12
0786223299,544771,neutral,polite,0,0.54
9559674589,470164,calm,angry,0.05,0.4
3433462770,308266,neutral,polite,0,0
1028038073,822981,neutral,frustrated,-0.09,0
0408218777,208992,neutral,calm,0,0.13
6383081420,610271,neutral,polite,-0.07,0.24
5756039501,715813,neutral,calm,0,0.2
0805831578,901589,calm,polite,0.02,0.45
6261918822,309976,calm,polite,0.09,0.02
2408994471,250675,neutral,angry,-0.14,0.62
8987958977,357288,neutral,angry,-0.1,0.52
6800759171,136010,neutral,angry,0,0.06
1018866870,784648,neutral,neutral,-0.07,0.19
3074188719,542034,calm,calm,0.01,0.14
6602176609,852493,neutral,angry,0,0.05
8967434066,308266,neutral,calm,0,0.22
9210984106,822981,neutral,angry,0,0.24
5893074189,136010,calm,polite,0.07,0.7
9981133783,202868,neutral,frustrated,-0.05,0.2
3692648517,575830,neutral,frustrated,-0.16,0.41
5000695242,149315,calm,neutral,0.11,0.18
6582379868,251287,neutral,angry,0,0.06
7595342002,594957,calm,angry,0.11,0.68
7583590374,171021,neutral,angry,-0.13,0.08
8442531819,719115,calm,frustrated,0.12,0.25
6481131103,519294,neutral,neutral,-0.05,0.26
0209633083,422969,calm,neutral,0.1,0
8649390293,852493,neutral,frustrated,0,0.24
4833758696,250675,calm,calm,0.13,0.09
6181939241,418648,calm,neutral,0.02,0.25
9782123346,208992,neutral,polite,-0.25,0.21
5460809445,686999,neutral,calm,0,0.45
0984757032,251287,neutral,neutral,-0.18,0.13
2362367928,470395,neutral,frustrated,-0.08,0.15
8760878991,347606,neutral,polite,-0.02,0.1
7779661609,429743,calm,polite,0.02,0.52
7435713394,954628,neutral,calm,-0.17,0.56
2021219710,590950,calm,angry,0.04,0.22
3551157912,720418,calm,angry,0.05,0.08
0940051857,911766,neutral,neutral,-0.19,0.14
9657136628,422969,calm,polite,0.13,0.29
8373414763,246791,calm,calm,0.06,0.65
5513888040,686999,neutral,angry,0,0.43
0723458746,882260,neutral,polite,0,0.1
2613649233,640550,neutral,calm,0,0.26
8853845361,149315,calm,neutral,0.02,0.31
0100930120,542034,calm,frustrated,0.07,0.08
1213808986,309976,calm,angry,0.01,0.34
2053713347,250675,neutral,frustrated,-0.13,0.19
9271506536,910145,neutral,angry,0,0.23
8270390423,642658,neutral,polite,-0.14,0.12
4981182896,748700,neutral,angry,-0.14,0.57
9250459503,982131,calm,frustrated,0.09,0.18
1108607327,732843,neutral,calm,-0.07,0.32
7249848425,965878,calm,neutral,0.04,0.18
2969722738,171021,neutral,angry,-0.01,0.07
6706642259,233571,calm,angry,0.06,0.02
7069384587,308266,neutral,calm,-0.2,0.11
5597181263,882260,neutral,calm,-0.18,0.55
5748400792,633922,calm,neutral,0.04,0.27
5862042124,213093,neutral,angry,-0.13,0.11
2806365814,910145,calm,frustrated,0.03,0.58
5008696438,436160,neutral,calm,-0.14,0.59
3348490551,422969,neutral,polite,-0.13,0.26
4871121840,696555,neutral,frustrated,-0.07,0.32
4441317597,470164,calm,polite,0.08,0.55
0390970520,347606,neutral,frustrated,-0.07,0.42
5850091072,537208,calm,polite,0.07,0.48
8704451293,418145,neutral,neutral,-0.15,0.24
5279730726,784648,frustrated,angry,-0.27,0.24
8331406615,388661,neutral,calm,-0.14,0.63
4758339897,686999,calm,frustrated,0.03,0.05
0084056424,251287,neutral,angry,-0.08,0.18
8238135230,594957,calm,neutral,0.06,0.28
4059660181,715813,neutral,neutral,-0.11,0.02
9977999163,542034,neutral,calm,-0.21,0.06
1874978430,757349,calm,calm,0.07,0.19
3805230722,136010,neutral,polite,-0.2,0.73
2268494155,641379,neutral,polite,-0.22,0.46
8123145703,954628,neutral,calm,-0.1,0.21
6388339709,126555,neutral,frustrated,-0.05,0.01
5532454360,931734,calm,calm,0.01,0.1
8950225566,731717,neutral,angry,-0.13,0.3
2949965285,965878,neutral,calm,-0.18,0.04
1693314075,852493,neutral,polite,-0.1,0.39
1254953783,347606,calm,frustrated,0.29,0.53
3095021565,544771,neutral,calm,-0.2,0.25
7987143801,233571,neutral,frustrated,-0.2,0.38
0688247223,357288,neutral,neutral,-0.16,0.51
2880956575,784648,calm,angry,0.06,0.06
8936153188,119952,calm,frustrated,0.1,0.65
1246660260,171021,neutral,polite,-0.06,0.2
4774347025,342345,calm,polite,0.14,0.11
7943631843,418648,calm,calm,0.14,0.11
8233866484,213093,calm,calm,0.17,0.52
5855749318,422969,neutral,angry,-0.07,0.06
9503961434,519294,calm,frustrated,0.14,0.21
4157908905,202868,calm,frustrated,0.08,0.29
2940468287,305039,calm,polite,0.11,0.61
8650074177,496568,neutral,polite,-0.04,0.5
8997771306,686999,neutral,neutral,0,0.37
6012227066,965878,neutral,polite,-0.09,0.37
6431399482,126555,calm,calm,0.06,0.11
8008638801,308266,neutral,frustrated,-0.02,0.18
1521800253,822981,calm,polite,0.05,0.3
3707045994,719115,calm,frustrated,0.27,0.32
6460361555,610271,neutral,frustrated,-0.11,0.06
0003496878,975590,calm,calm,0.07,0.13
7651771085,590950,calm,polite,0.09,0.45
9901602870,605855,neutral,angry,-0.01,0.27
1986483846,720418,neutral,polite,-0.01,0.2
5698110073,911766,neutral,angry,0,0.31
8573508734,744299,neutral,polite,0,0.55
3829476259,642658,calm,calm,0.05,0.51
1365250083,136855,calm,calm,0.03,0.61
6567244422,204674,frustrated,calm,-0.33,0.21
4966916988,208992,neutral,neutral,-0.13,0.42
3503796474,982131,calm,polite,0.05,0.28
3118045311,715813,neutral,calm,-0.14,0.01
5469704692,422969,neutral,frustrated,-0.14,0.31
7443893543,887241,frustrated,calm,-0.29,0.25
9018720118,597265,neutral,calm,-0.12,0.02
6737638885,901722,frustrated,frustrated,-0.27,0.16
5409557759,348998,neutral,calm,-0.17,0.77
7512744782,897227,calm,frustrated,0.04,0.17
6496838039,418648,calm,polite,0.03,0.27
2454810404,347606,neutral,frustrated,0,0.03
7834339911,980508,neutral,neutral,0,0.77
6151578572,575131,neutral,neutral,-0.08,0.54
8401820016,342345,neutral,polite,0,0.59
9689172438,782259,neutral,angry,-0.03,0.45
7668246868,805825,calm,frustrated,0.01,0.33
6957469974,591778,neutral,polite,-0.05,0.3
8381488417,171021,calm,polite,0.04,0.06
0899422251,263480,neutral,neutral,-0.13,0.43
0905110930,126555,neutral,frustrated,0,0.45
1852343113,391052,neutral,calm,-0.18,0.05
8366612496,275034,neutral,calm,-0.04,0.3
7935499338,968346,neutral,calm,-0.11,0.28
3847002757,266966,neutral,frustrated,-0.05,0.47
6802627350,675344,calm,neutral,0.02,0.22
5209655120,633922,calm,angry,0.04,0.39
8583134502,595713,neutral,neutral,-0.03,0.56
2976511308,103651,calm,calm,0.04,0.48
5368356973,309976,calm,neutral,0.05,0.05
2166341596,591324,neutral,frustrated,-0.18,0.04
7928364604,479098,calm,polite,0.03,0.39
0926544681,530215,calm,calm,0.1,0.53
5681191264,618490,neutral,frustrated,-0.06,0.2
6146868857,597058,calm,angry,0.05,0.32
2569403445,698596,neutral,frustrated,-0.01,0.11
6193640165,717526,calm,polite,0.05,0.44
5796471930,250675,calm,frustrated,0.08,0.03
9455952185,734708,calm,neutral,0.01,0.31
1435725774,597265,calm,neutral,0.23,0.1
0234559840,981776,neutral,frustrated,-0.09,0.53
3194009627,719115,neutral,polite,0,0.07
4730343603,213093,neutral,neutral,-0.07,0.22
3646226930,860774,calm,angry,0.26,0.23
8744670644,359050,neutral,frustrated,-0.07,0.27
4470448084,496568,frustrated,polite,-0.36,0.13
8411342221,610271,neutral,angry,-0.21,0.16
8852321039,668169,calm,neutral,0.14,0.67
1438834627,261911,neutral,neutral,-0.06,0.4
3645343344,213093,frustrated,angry,-0.29,0.12
8434280343,901722,frustrated,neutral,-0.41,0.39
0946126230,422417,calm,neutral,0.02,0.4
4928941643,436160,neutral,calm,-0.17,0.13
5435187493,582602,neutral,angry,0,0.36
